Order_ID,Customer_Name,City,Restaurant_Name,Cuisine,Order_Amount,Delivery_Time_Min,Rating,Payment_Method,Delivery_Status,Discount_Percent,Order_Date,Customer_Age,Distance_km
ZM101949,Priyansh Dayal,Mumbai,Dugar-Tata Restaurant,Chinese,1995.35,85.0,4.0,Upi,Pending,15.0,2025-09-29,39.0,24.3
ZM101950,Abram Rajan,Na,Chakraborty And Sons Restaurant,Chinese,1064.28,60.0,3.0,Upi,Delivered,15.0,2025-09-30,38.5,5.0
ZM101951,Aaryahi Ganesan,Delhi,Salvi And Sons Restaurant,Desserts,2301.22,73.0,3.0,Upi,Delivered,0.0,2026-03-16,50.0,22.3
ZM101952,Siya Zachariah,Na,Gera Group Restaurant,Biryani,2270.88,46.0,3.0,Cash,Cancelled,5.0,2025-07-18,58.0,8.9
ZM101953,Samar Ratta,Chandigarh,Arya-Amble Restaurant,South Indian,1291.51,81.0,3.0,Cash,Pending,15.0,2025-10-25,59.0,14.5
ZM101954,Aayush Goswami,Mumbai,Gour Plc Restaurant,Fast Food,2427.51,46.0,1.0,Upi,Pending,5.0,2025-07-04,48.0,15.1
ZM101955,Dhruv Shetty,Na,"Bose, Suresh And Loke Restaurant",Fast Food,884.69,47.0,5.0,Card,Delivered,5.0,2025-07-03,46.0,22.7
ZM101956,Gatik Mani,Na,Kannan-Soni Restaurant,Cafe,695.81,60.0,2.0,Wallet,Delivered,0.0,2026-02-16,34.0,14.9
ZM101957,Yakshit Bajwa,Hyderabad,Upadhyay-Ray Restaurant,North Indian,1574.03,69.0,3.0,Card,Cancelled,0.0,2025-08-24,32.0,12.9
ZM101958,Zoya Sachar,Mumbai,"Acharya, Manda And Brar Restaurant",Desserts,877.16,54.0,1.0,Wallet,Pending,10.0,2025-10-13,21.0,16.7
ZM101959,Tushar Chaudhari,Kolkata,Edwin Ltd Restaurant,Desserts,2314.83,39.0,3.0,Upi,Pending,0.0,2026-03-25,18.0,13.8
ZM101960,Tejas Sarraf,Chandigarh,"Khalsa, Ramakrishnan And Wason Restaurant",Cafe,705.3,89.0,3.0,Cash,Pending,15.0,2025-10-28,38.5,18.5
ZM101961,Anika Raja,Bangalore,Raj-Sarkar Restaurant,Desserts,522.76,57.0,2.0,Card,Pending,20.0,2026-01-20,27.0,17.6
ZM101962,Hrishita Bhardwaj,Jaipur,Mand Plc Restaurant,Biryani,836.25,57.0,1.0,Cash,Pending,15.0,2026-02-07,38.0,17.7
ZM101963,Alisha Kota,Delhi,Krishnan Group Restaurant,Desserts,740.97,54.0,5.0,Card,Pending,15.0,2026-04-23,48.0,3.7
ZM101964,Ivan D’Alia,Na,Arya And Sons Restaurant,Chinese,496.57,16.0,3.0,Card,Delivered,20.0,2026-02-22,43.0,4.7
ZM101965,Shamik Mallick,Chandigarh,Das-Salvi Restaurant,North Indian,845.69,60.0,4.0,Upi,Cancelled,15.0,2026-02-27,41.0,23.5
ZM101966,Kiara Kala,Pune,"Chaudhari, Karan And Dugar Restaurant",South Indian,1157.45,77.0,5.0,Cash,Delivered,0.0,2025-07-21,26.0,21.6
ZM101967,Seher Khosla,Jaipur,"Mahajan, Mann And Devan Restaurant",Desserts,1316.1093020833334,46.0,3.0,Wallet,Pending,0.0,2026-02-05,27.0,11.2
ZM101968,Anya Thakkar,Bangalore,Thakur Group Restaurant,Italian,1193.69,17.0,3.0,Upi,Cancelled,0.0,2025-07-30,20.0,23.5
ZM101969,Ira Wable,Hyderabad,Chopra-Seth Restaurant,Chinese,281.17,41.0,5.0,Card,Pending,5.0,2025-09-20,47.0,12.4
ZM101970,Fateh Kibe,Mumbai,"Sarin, Hayre And Savant Restaurant",South Indian,1924.04,90.0,2.0,Cash,Pending,20.0,2026-02-20,59.0,3.7
ZM101971,Jivika Chacko,Bangalore,"Chand, Wason And Apte Restaurant",Italian,248.99,86.0,3.0,Cash,Pending,10.0,2025-11-23,59.0,19.0
ZM101972,Piya Kumer,Jaipur,"Raju, Dugar And Sidhu Restaurant",Cafe,1422.46,36.0,3.0,Upi,Cancelled,10.0,2026-02-10,27.0,16.8
ZM101973,Unknown,Mumbai,"Swaminathan, Sarma And Singhal Restaurant",Italian,1505.77,52.0,5.0,Wallet,Pending,20.0,2025-05-24,41.0,8.8
ZM101974,Unknown,Mumbai,Uppal Group Restaurant,Desserts,2081.5,48.0,3.0,Cash,Pending,0.0,2025-12-27,34.0,25.0
ZM101975,Rania Basak,Delhi,Devan-Doctor Restaurant,Biryani,1252.79,83.0,5.0,Upi,Cancelled,5.0,2026-02-13,38.5,7.5
ZM101976,Jiya Chaudry,Delhi,Chand Llc Restaurant,Desserts,2276.47,73.0,3.0,Card,Delivered,20.0,2025-12-03,51.0,15.4
ZM101977,Dhanuk Kunda,Pune,Sarna-Gulati Restaurant,Chinese,1926.34,71.0,1.0,Upi,Cancelled,10.0,2025-08-25,49.0,13.4
ZM101978,Hrishita Deo,Pune,"Choudhry, Chandran And Deol Restaurant",North Indian,324.54,66.0,3.0,Card,Cancelled,0.0,2025-10-09,41.0,4.5
ZM101979,Saira Bala,Bangalore,Ravi Llc Restaurant,Fast Food,1759.07,62.0,5.0,Upi,Cancelled,5.0,2025-07-20,23.0,3.1
ZM101980,Indrans Lad,Delhi,Tripathi-Gala Restaurant,Biryani,1316.1093020833334,75.0,1.0,Wallet,Cancelled,5.0,2025-07-03,41.0,12.5
ZM101981,Dishani Sura,Kolkata,"Barad, Dhar And Batta Restaurant",Fast Food,681.31,85.0,3.0,Wallet,Pending,20.0,2025-06-16,46.0,16.6
ZM101982,Ira Bains,Hyderabad,Boase Plc Restaurant,Chinese,2326.98,15.0,1.0,Wallet,Delivered,5.0,2025-12-15,49.0,9.7
ZM101983,Neelofar Hans,Hyderabad,"Vala, Shukla And Walia Restaurant",Fast Food,534.16,44.0,3.0,Upi,Delivered,5.0,2026-02-13,38.5,22.6
ZM101984,Diya Dixit,Mumbai,"Salvi, Bir And Deshpande Restaurant",Biryani,1232.67,57.0,4.0,Wallet,Cancelled,0.0,2025-09-16,46.0,7.1
ZM101985,Lagan De,Na,"Kapoor, Srinivas And Magar Restaurant",Fast Food,539.54,66.0,5.0,Upi,Cancelled,0.0,2026-02-18,31.0,1.9
ZM101986,Riya Kulkarni,Chandigarh,"Loyal, Bhat And Manda Restaurant",South Indian,1985.3,44.0,3.0,Wallet,Cancelled,0.0,2025-05-31,54.0,17.5
ZM101987,Dhruv Buch,Na,Kade Plc Restaurant,Desserts,161.28,58.0,3.0,Upi,Cancelled,15.0,2025-09-27,56.0,20.2
ZM101988,Hridaan Bhavsar,Delhi,Shenoy Plc Restaurant,Chinese,1532.34,22.0,4.0,Card,Pending,20.0,2025-08-21,28.0,2.1
ZM101989,Arnav Khatri,Delhi,"Sen, Loke And Bava Restaurant",Desserts,757.33,55.0,3.0,Wallet,Pending,0.0,2025-11-13,24.0,3.8
ZM101990,Damini Sekhon,Delhi,Tata-Gole Restaurant,Cafe,2174.77,47.0,3.0,Wallet,Pending,0.0,2025-05-25,53.0,18.4
ZM101991,Ryan Char,Chandigarh,Dey Plc Restaurant,Cafe,1118.32,41.0,1.0,Wallet,Pending,0.0,2025-07-13,30.0,17.6
ZM101993,Ira Sheth,Kolkata,Dey-Kadakia Restaurant,Chinese,481.13,51.0,3.0,Card,Pending,0.0,2025-07-24,52.0,8.3
ZM101994,Abram Ratta,Kolkata,"Chhabra, Acharya And Sahni Restaurant",Chinese,1436.96,75.0,3.0,Upi,Cancelled,20.0,2026-05-12,23.0,13.0
ZM101995,Rhea Thaman,Bangalore,"Chhabra, Bajaj And Barad Restaurant",Italian,2181.04,79.0,3.0,Wallet,Cancelled,15.0,2025-08-13,36.0,13.3
ZM101996,Fateh Lala,Chandigarh,"Dube, Kapoor And Handa Restaurant",Fast Food,1316.1093020833334,32.0,4.0,Wallet,Delivered,0.0,2025-09-25,39.0,11.4
ZM101997,Ehsaan Tripathi,Mumbai,Deo Inc Restaurant,South Indian,2255.16,18.0,2.0,Cash,Cancelled,0.0,2025-05-23,36.0,12.5
ZM101998,Tushar Golla,Hyderabad,Bhatnagar Inc Restaurant,Desserts,2234.65,67.0,3.0,Cash,Pending,10.0,2026-01-10,38.5,21.8
ZM101999,Umang Char,Delhi,Kohli-Dhingra Restaurant,Desserts,742.96,55.0,4.0,Upi,Cancelled,5.0,2026-04-13,26.0,11.8
ZM102000,Kabir Dugar,Kolkata,Sem Llc Restaurant,Italian,2296.94,77.0,2.0,Wallet,Pending,0.0,2025-12-12,28.0,12.0
ZM102001,Ehsaan Seshadri,Mumbai,Mahajan-Dey Restaurant,Italian,642.81,77.0,3.0,Wallet,Pending,5.0,2025-11-15,43.0,8.7
ZM102002,Stuvan Dhawan,Hyderabad,Kaul-Kulkarni Restaurant,Desserts,981.05,52.0,2.0,Upi,Delivered,0.0,2025-12-13,53.0,5.2
ZM102003,Farhan Sur,Na,Sankaran-Borra Restaurant,Desserts,247.53,49.0,3.0,Card,Delivered,0.0,2026-03-04,50.0,24.8
ZM102004,Ivana Chatterjee,Delhi,"Shroff, De And Bora Restaurant",Cafe,719.97,36.0,3.0,Upi,Pending,10.0,2025-08-15,31.0,23.0
ZM102005,Faiyaz Chandran,Delhi,Ranganathan Ltd Restaurant,Desserts,447.92,76.0,3.0,Cash,Cancelled,0.0,2026-01-28,38.5,9.1
ZM102006,Lakshay Guha,Pune,Keer-Master Restaurant,North Indian,501.43,76.0,3.0,Cash,Cancelled,20.0,2025-09-15,23.0,1.2
ZM102007,Parinaaz Sachar,Chandigarh,Anand Group Restaurant,Fast Food,965.35,62.0,3.0,Cash,Cancelled,20.0,2026-02-10,29.0,16.6
ZM102008,Parinaaz Sathe,Delhi,"Bal, Batra And Hayre Restaurant",North Indian,650.47,89.0,3.0,Cash,Delivered,10.0,2025-09-25,47.0,16.3
ZM102009,Kartik Thaman,Kolkata,Kala Inc Restaurant,North Indian,533.56,34.0,3.0,Card,Cancelled,15.0,2026-03-11,44.0,18.4
ZM102010,Madhav Wagle,Kolkata,"Kurian, Ratta And Kulkarni Restaurant",Biryani,838.95,76.0,2.0,Card,Pending,20.0,2025-05-21,58.0,7.9
ZM102011,Ira Joshi,Hyderabad,Devan And Sons Restaurant,Desserts,848.0,80.0,5.0,Wallet,Cancelled,0.0,2025-06-18,32.0,18.1
ZM102012,Mamooty Mann,Bangalore,"Date, Basak And Deol Restaurant",Fast Food,926.19,71.0,1.0,Upi,Pending,20.0,2025-06-29,28.0,15.8
ZM102013,Badal Bhattacharyya,Jaipur,Bail-Tank Restaurant,Italian,224.67,86.0,3.0,Cash,Delivered,5.0,2025-12-05,26.0,2.1
ZM102014,Unknown,Mumbai,Madan-Acharya Restaurant,South Indian,1335.7,63.0,3.0,Cash,Delivered,15.0,2026-01-09,45.0,2.3
ZM102015,Raghav Bhardwaj,Delhi,Sandal-Arya Restaurant,North Indian,1010.04,73.0,5.0,Cash,Cancelled,20.0,2025-08-07,47.0,16.3
ZM102016,Nirvaan Jani,Kolkata,Suresh And Sons Restaurant,Chinese,2326.11,70.0,3.0,Wallet,Pending,0.0,2025-09-26,38.5,9.5
ZM102017,Nitya Kari,Mumbai,Shukla-Chad Restaurant,Cafe,209.73,45.0,3.0,Cash,Pending,0.0,2025-09-03,58.0,3.8
ZM102018,Kavya Sagar,Jaipur,Bhargava-Arya Restaurant,Chinese,1617.02,55.0,3.0,Card,Delivered,5.0,2025-08-24,47.0,19.6
ZM102019,Anvi Sidhu,Mumbai,Sengupta-Kibe Restaurant,Desserts,376.26,38.0,2.0,Card,Cancelled,20.0,2025-06-18,36.0,8.7
ZM102020,Veer Lalla,Na,"Ganesh, Sabharwal And Kala Restaurant",Italian,1056.44,48.0,3.0,Cash,Delivered,0.0,2026-04-14,53.0,23.8
ZM102021,Yuvaan Kadakia,Chandigarh,Dasgupta-Sachar Restaurant,Italian,365.17,51.0,5.0,Upi,Pending,0.0,2026-02-07,29.0,25.0
ZM102022,Yakshit Keer,Delhi,"Chandra, Khatri And Hegde Restaurant",Fast Food,2023.46,85.0,1.0,Card,Pending,0.0,2025-10-03,28.0,14.7
ZM102023,Lakshay Borah,Jaipur,Balay Group Restaurant,Biryani,744.27,45.0,3.0,Card,Cancelled,20.0,2025-07-20,18.0,22.6
ZM102024,Raghav Sethi,Chandigarh,Chopra Ltd Restaurant,Fast Food,1865.17,79.0,3.0,Wallet,Delivered,10.0,2026-03-31,31.0,17.5
ZM102025,Mehul Jhaveri,Pune,Banerjee-Dey Restaurant,Desserts,1309.89,31.0,2.0,Upi,Delivered,5.0,2025-10-05,28.0,22.2
ZM102026,Damini Sastry,Chandigarh,"Balay, Grover And Varty Restaurant",North Indian,1541.35,19.0,3.0,Upi,Pending,0.0,2025-05-17,59.0,2.7
ZM102027,Onkar Bahri,Hyderabad,"Rajagopalan, Madan And Lall Restaurant",Italian,2087.58,88.0,1.0,Cash,Delivered,0.0,2025-11-01,31.0,10.4
ZM102028,Anaya Dalal,Mumbai,"Dugar, Jhaveri And Sanghvi Restaurant",Biryani,698.74,66.0,3.0,Upi,Cancelled,0.0,2025-07-31,38.5,22.9
ZM102029,Shayak Keer,Delhi,"Sinha, Bhat And Datta Restaurant",Chinese,2236.46,76.0,5.0,Upi,Cancelled,5.0,2026-04-01,25.0,5.9
ZM102030,Renee Vaidya,Chandigarh,Sachar Group Restaurant,Fast Food,769.22,18.0,3.0,Upi,Cancelled,0.0,2026-02-22,48.0,9.3
ZM102031,Suhana Wali,Bangalore,"Wason, Madan And Dugal Restaurant",Cafe,1684.59,24.0,3.0,Cash,Delivered,20.0,2025-09-03,19.0,16.9
ZM102032,Khushi Bhavsar,Na,"Kakar, Kashyap And Atwal Restaurant",North Indian,2238.71,18.0,4.0,Wallet,Delivered,5.0,2025-06-20,45.0,12.1
ZM102033,Tejas Mangal,Pune,Sridhar-Malhotra Restaurant,Desserts,1570.8,32.0,4.0,Cash,Pending,20.0,2026-05-08,21.0,3.6
ZM102034,Priyansh Sule,Delhi,Zacharia Group Restaurant,Biryani,304.4,86.0,3.0,Cash,Delivered,10.0,2025-05-31,31.0,21.3
ZM102035,Prisha Hayer,Kolkata,Wason Group Restaurant,Fast Food,1785.24,85.0,4.0,Cash,Delivered,20.0,2025-10-19,39.0,1.1
ZM102036,Lakshit Deo,Hyderabad,Warrior-Rattan Restaurant,Italian,1443.46,50.0,3.0,Card,Delivered,10.0,2025-07-23,57.0,22.5
ZM102037,Reyansh Mallick,Jaipur,"Sinha, Seshadri And Sodhi Restaurant",Italian,702.74,86.0,4.0,Wallet,Delivered,20.0,2025-10-11,54.0,5.6
ZM102038,Mannat Hari,Chandigarh,Bal-Chand Restaurant,Desserts,1005.62,68.0,5.0,Wallet,Pending,20.0,2026-01-11,35.0,6.5
ZM102039,Samaira Solanki,Mumbai,Virk-Agrawal Restaurant,Biryani,2242.11,76.0,3.0,Upi,Delivered,15.0,2026-03-30,40.0,1.1
ZM102040,Heer Anand,Jaipur,"Bumb, Rau And Rajagopalan Restaurant",Chinese,568.92,54.0,4.0,Wallet,Delivered,5.0,2026-03-23,44.0,3.8
ZM102041,Shayak Ghose,Chandigarh,Keer-Sibal Restaurant,Desserts,1363.53,17.0,3.0,Card,Cancelled,0.0,2025-12-08,58.0,24.3
ZM102042,Kashvi Dhar,Chandigarh,Swaminathan And Sons Restaurant,Desserts,750.4,44.0,3.0,Wallet,Delivered,15.0,2026-01-02,19.0,22.1
ZM102043,Tejas Andra,Jaipur,Dugar-Saha Restaurant,Cafe,982.3,69.0,1.0,Upi,Delivered,5.0,2025-06-02,23.0,23.9
ZM102044,Renee Kohli,Bangalore,D’Alia Inc Restaurant,South Indian,1034.56,49.0,3.0,Upi,Pending,0.0,2025-06-19,46.0,20.3
ZM102045,Emir Khurana,Hyderabad,Goyal Llc Restaurant,North Indian,913.38,72.0,1.0,Cash,Cancelled,5.0,2025-10-27,56.0,10.8
ZM102046,Kiara Luthra,Chandigarh,"Kaur, Kibe And Manne Restaurant",Desserts,2008.19,17.0,4.0,Card,Pending,0.0,2025-11-11,34.0,5.5
ZM102047,Gatik Ramesh,Pune,Sehgal Plc Restaurant,Italian,2330.69,88.0,3.0,Upi,Cancelled,10.0,2025-09-14,56.0,7.1
ZM102048,Ivana Bala,Hyderabad,"Kalita, Golla And Jain Restaurant",Fast Food,348.68,75.0,3.0,Wallet,Delivered,20.0,2025-07-05,39.0,1.2
ZM102049,Yashvi Contractor,Mumbai,Walla-Kara Restaurant,Biryani,869.18,51.0,3.0,Cash,Delivered,15.0,2026-05-08,38.5,10.8
ZM102050,Aaryahi Anand,Pune,Sankaran Inc Restaurant,Fast Food,1358.81,26.0,1.0,Upi,Delivered,20.0,2026-01-26,18.0,24.2
ZM102051,Shanaya Badal,Jaipur,Kapur-Venkataraman Restaurant,Cafe,2387.29,45.0,1.0,Card,Pending,15.0,2026-03-23,53.0,17.8
ZM102052,Shayak Sarma,Na,"Grewal, Shanker And Sandal Restaurant",South Indian,973.92,84.0,4.0,Cash,Cancelled,10.0,2025-12-18,38.5,12.3
ZM102053,Arnav Chahal,Mumbai,Dua And Sons Restaurant,Chinese,263.45,56.0,3.0,Card,Pending,20.0,2025-11-12,48.0,3.0
ZM102054,Darshit Tata,Mumbai,Kala Inc Restaurant,Biryani,1736.57,50.0,2.0,Upi,Cancelled,0.0,2025-08-22,54.0,24.7
ZM102055,Tarini Gaba,Jaipur,Srivastava Group Restaurant,Fast Food,1676.64,89.0,4.0,Upi,Pending,20.0,2026-03-14,41.0,5.1
ZM102056,Dhanuk Chander,Na,Keer Ltd Restaurant,Cafe,584.1,76.0,5.0,Wallet,Cancelled,5.0,2025-12-11,21.0,14.5
ZM102057,Rati Bahri,Bangalore,Shanker And Sons Restaurant,Cafe,518.54,86.0,1.0,Cash,Delivered,20.0,2026-03-14,48.0,15.1
ZM102058,Eva Bahl,Delhi,Soni-Sur Restaurant,Italian,997.38,41.0,4.0,Card,Cancelled,5.0,2025-07-04,44.0,19.2
ZM102059,Aarna Koshy,Delhi,Ahluwalia-Virk Restaurant,North Indian,2483.61,90.0,1.0,Wallet,Delivered,10.0,2025-06-06,49.0,2.5
ZM102060,Kartik Dada,Pune,"Soman, Garg And Bhargava Restaurant",South Indian,1321.97,19.0,4.0,Card,Pending,15.0,2025-06-25,56.0,17.7
ZM102061,Hansh Raja,Kolkata,Kalita Group Restaurant,Desserts,563.61,22.0,3.0,Card,Pending,15.0,2025-10-04,39.0,11.6
ZM102062,Yashvi Reddy,Jaipur,Karan-Hayre Restaurant,Chinese,1348.1,72.0,5.0,Wallet,Cancelled,0.0,2025-10-08,40.0,52.38657551274083
ZM102063,Ritvik Sodhi,Bangalore,Lanka Inc Restaurant,Italian,1178.04,43.0,1.0,Cash,Delivered,0.0,2026-04-24,42.0,22.7
ZM102064,Shray Deo,Kolkata,Dalal-Dutt Restaurant,South Indian,1587.7,19.0,3.0,Card,Delivered,0.0,2025-11-19,42.0,3.1
ZM102065,Kavya Kaul,Jaipur,Dasgupta-Jani Restaurant,Biryani,1274.79,58.0,4.0,Wallet,Pending,0.0,2025-08-24,55.0,2.5
ZM102066,Yuvraj  Sathe,Pune,Dayal-Dar Restaurant,Desserts,640.84,70.0,4.0,Cash,Cancelled,10.0,2025-11-12,27.0,9.5
ZM102067,Kashvi Vasa,Delhi,Krishnamurthy-Sani Restaurant,South Indian,2253.74,43.0,3.0,Cash,Delivered,15.0,2025-10-22,55.0,1.8
ZM102068,Aaryahi Grewal,Delhi,Sinha-Raval Restaurant,North Indian,1522.56,41.0,5.0,Upi,Delivered,0.0,2026-01-17,46.0,52.38657551274083
ZM102069,Manikya Goel,Chandigarh,Grover Group Restaurant,Chinese,1412.9,41.0,5.0,Card,Cancelled,0.0,2026-02-02,23.0,16.5
ZM102070,Unknown,Kolkata,Dixit-Kala Restaurant,South Indian,1542.24,62.0,2.0,Wallet,Cancelled,0.0,2025-08-07,38.5,1.4
ZM102071,Ahana  Gaba,Hyderabad,"Baral, Bakshi And Balay Restaurant",Fast Food,2105.2,62.0,3.0,Cash,Cancelled,0.0,2025-06-14,38.5,7.9
ZM102072,Taimur Srivastava,Kolkata,Manda Llc Restaurant,South Indian,2478.41,81.0,3.0,Cash,Cancelled,0.0,2025-11-30,26.0,14.3
ZM102073,Divit Sawhney,Mumbai,Singhal Llc Restaurant,Biryani,1576.89,81.0,4.0,Cash,Delivered,0.0,2025-06-23,41.0,5.0
ZM102074,Nehmat Seshadri,Na,Gandhi Ltd Restaurant,Desserts,2024.99,18.0,3.0,Card,Delivered,20.0,2025-07-14,45.0,22.9
ZM102075,Darshit Sarna,Delhi,Kade-Dasgupta Restaurant,Desserts,674.41,68.0,3.0,Upi,Cancelled,0.0,2025-06-16,54.0,11.3
ZM102076,Taran Sampath,Mumbai,Rastogi-Ganesh Restaurant,Chinese,152.28,38.0,5.0,Cash,Cancelled,20.0,2026-03-03,28.0,8.8
ZM102077,Nirvi Chauhan,Na,Chand-Arya Restaurant,Biryani,1495.99,44.0,5.0,Card,Pending,15.0,2025-07-29,18.0,14.5
ZM102078,Urvi Kari,Hyderabad,Balan-Mander Restaurant,Desserts,1684.36,75.0,1.0,Wallet,Delivered,5.0,2025-12-01,21.0,21.5
ZM102079,Riaan Ravel,Kolkata,Khanna Llc Restaurant,South Indian,1033.7,36.0,3.0,Wallet,Pending,20.0,2026-05-06,31.0,20.8
ZM102080,Gatik Dhawan,Delhi,Saxena-Talwar Restaurant,Biryani,652.49,69.0,3.0,Upi,Delivered,0.0,2026-02-16,25.0,1.2
ZM102081,Ranbir Dara,Delhi,Thaman Group Restaurant,Biryani,2168.32,54.0,5.0,Wallet,Pending,0.0,2025-08-07,58.0,16.9
ZM102082,Gatik Kapur,Jaipur,"Keer, Deshpande And Samra Restaurant",Chinese,1162.25,17.0,4.0,Wallet,Delivered,20.0,2025-08-24,36.0,19.5
ZM102083,Anaya Rajagopal,Delhi,Chandran-Jaggi Restaurant,Chinese,1316.1093020833334,77.0,4.0,Card,Cancelled,20.0,2025-06-12,54.0,7.1
ZM102084,Pihu Varughese,Chandigarh,"Lall, Bhatti And Dhar Restaurant",Biryani,2223.13,56.0,3.0,Upi,Pending,15.0,2025-09-04,42.0,23.0
ZM102085,Vihaan Rana,Jaipur,Dhar-Sinha Restaurant,Biryani,1544.53,84.0,4.0,Wallet,Cancelled,10.0,2026-03-31,34.0,15.5
ZM102086,Keya Dua,Delhi,Sridhar-Din Restaurant,North Indian,1905.23,45.0,1.0,Wallet,Cancelled,20.0,2025-10-20,56.0,5.0
ZM102087,Madhup Kala,Hyderabad,Tank Plc Restaurant,Fast Food,1547.93,29.0,3.0,Upi,Pending,15.0,2026-01-21,42.0,6.6
ZM102088,Kanav Hora,Delhi,Thaman-Amble Restaurant,South Indian,879.3,63.0,3.0,Upi,Cancelled,0.0,2025-09-25,21.0,10.7
ZM102089,Hazel Bora,Mumbai,Manne Plc Restaurant,Chinese,2221.15,38.0,3.0,Upi,Cancelled,5.0,2025-10-01,33.0,20.6
ZM102090,Nehmat Badami,Delhi,Goswami-Reddy Restaurant,Desserts,1820.75,87.0,1.0,Upi,Cancelled,5.0,2025-10-19,38.0,6.3
ZM102091,Dhruv Bhasin,Pune,"Chatterjee, Banerjee And Chopra Restaurant",Desserts,1316.1093020833334,80.0,3.0,Card,Pending,5.0,2026-01-24,19.0,9.1
ZM102092,Madhav Brar,Mumbai,Gara Llc Restaurant,North Indian,2160.58,74.0,2.0,Upi,Cancelled,0.0,2025-09-10,21.0,22.9
ZM102093,Kavya Chana,Mumbai,"Dasgupta, Sehgal And Lala Restaurant",Chinese,1092.75,62.0,1.0,Card,Cancelled,5.0,2026-03-29,54.0,20.5
ZM102094,Ela Raju,Pune,"Tella, Sood And Zacharia Restaurant",Biryani,1167.78,24.0,3.0,Upi,Pending,5.0,2025-07-15,59.0,23.8
ZM102095,Ritvik Kohli,Delhi,"Aurora, Kapadia And Thakkar Restaurant",Cafe,1316.1093020833334,27.0,3.0,Upi,Delivered,0.0,2025-07-13,32.0,4.4
ZM102096,Jivika Chand,Bangalore,"Baria, Seth And Roy Restaurant",North Indian,2363.73,48.0,1.0,Upi,Delivered,20.0,2026-02-04,38.5,23.3
ZM102097,Ehsaan Chakraborty,Pune,"Chowdhury, Mahajan And Uppal Restaurant",Italian,748.98,52.38657551274083,3.0,Upi,Delivered,0.0,2025-09-03,29.0,19.9
ZM102098,Samarth Sibal,Delhi,Khosla And Sons Restaurant,Desserts,2100.89,69.0,3.0,Wallet,Pending,5.0,2026-03-08,28.0,14.3
ZM102099,Anya Chandran,Mumbai,Thaker-Solanki Restaurant,Chinese,459.64,44.0,4.0,Cash,Delivered,10.0,2026-04-20,38.0,22.0
ZM102100,Azad Wadhwa,Bangalore,Maharaj-Grover Restaurant,North Indian,504.01,51.0,3.0,Wallet,Pending,0.0,2025-08-27,38.5,15.5
ZM102101,Kiara Boase,Pune,Sachdev Inc Restaurant,Chinese,1100.72,51.0,3.0,Upi,Cancelled,10.0,2026-03-22,23.0,19.1
ZM102102,Unknown,Mumbai,Mane Llc Restaurant,Desserts,1973.54,86.0,1.0,Card,Cancelled,0.0,2026-01-23,44.0,22.0
ZM102103,Baiju Garde,Mumbai,"Ben, Kannan And Ram Restaurant",Fast Food,1316.1093020833334,45.0,5.0,Wallet,Pending,15.0,2025-05-20,34.0,22.0
ZM102104,Unknown,Na,Chopra Plc Restaurant,Cafe,2292.55,31.0,3.0,Card,Cancelled,20.0,2026-04-29,45.0,6.3
ZM102105,Arhaan Doshi,Hyderabad,Mander-Desai Restaurant,North Indian,482.9,25.0,5.0,Cash,Pending,0.0,2025-07-02,38.5,52.38657551274083
ZM102106,Yasmin Vala,Na,Varkey Inc Restaurant,Biryani,570.98,83.0,5.0,Wallet,Cancelled,20.0,2025-07-01,56.0,15.4
ZM102107,Hridaan Ramachandran,Jaipur,Batra-Tandon Restaurant,Biryani,2453.96,75.0,5.0,Wallet,Pending,15.0,2025-11-19,55.0,4.2
ZM102108,Farhan Jayaraman,Kolkata,Krishna Inc Restaurant,Desserts,1932.6,84.0,3.0,Wallet,Delivered,10.0,2025-05-28,37.0,4.1
ZM102109,Tanya Bassi,Na,Anand Ltd Restaurant,Desserts,258.04,63.0,3.0,Wallet,Pending,20.0,2025-10-22,38.5,4.8
ZM102110,Emir Sodhi,Bangalore,"Bhavsar, Hayre And Sandhu Restaurant",South Indian,2353.86,50.0,3.0,Cash,Cancelled,10.0,2025-11-09,39.0,10.4
ZM102112,Zaina Balan,Chandigarh,"Gupta, Sankaran And Hora Restaurant",Chinese,1022.95,57.0,4.0,Card,Pending,10.0,2026-01-18,33.0,18.4
ZM102113,Kimaya Lalla,Bangalore,Rastogi-Khanna Restaurant,Fast Food,2239.4,28.0,5.0,Upi,Cancelled,5.0,2025-05-15,52.0,12.7
ZM102114,Seher Sen,Chandigarh,"Kale, Wali And Jhaveri Restaurant",Biryani,1282.03,34.0,5.0,Upi,Delivered,5.0,2026-01-21,25.0,13.7
ZM102115,Anaya Yogi,Mumbai,"Butala, Kamdar And Shere Restaurant",Chinese,1684.89,87.0,3.0,Cash,Cancelled,10.0,2026-01-18,44.0,12.1
ZM102116,Kabir Kade,Chandigarh,Ramesh Plc Restaurant,Cafe,1262.66,59.0,3.0,Wallet,Delivered,0.0,2025-07-03,37.0,23.8
ZM102117,Aayush Goyal,Kolkata,Bhat Llc Restaurant,Italian,844.25,56.0,4.0,Card,Delivered,5.0,2026-03-02,47.0,17.3
ZM102118,Umang Gill,Chandigarh,Thakkar-Dube Restaurant,Fast Food,691.44,38.0,3.0,Cash,Delivered,15.0,2026-02-08,46.0,11.4
